Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOA2,F9,1.24,439.61,417.59,383.3,350.29,324.92,305.05,286.8,260.99,249.97,225.4,213.14,193.48,177.64,156.85,134.64,122.5,106.0,90.81,82.77,73.39,57.39,51.78,45.5,41.78,38.7,37.19,36.19,30.53,29.91,29.68,28.76,27.1,26.97,26.88,26.86,26.82,26.74,26.73,26.71,26.7,26.7,26.7,26.7,26.69,26.69,26.69,26.69,26.69,26.69,26.69
WOA2,F10,1.32,20.7,20.38,19.71,19.03,17.85,16.48,14.91,13.16,11.41,10.32,8.75,7.48,6.11,5.14,4.38,3.67,3.12,2.61,2.04,1.49,1.02,0.72,0.52,0.37,0.26,0.18,0.15,0.11,0.08,0.06,0.05,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOA2,F11,1.33,610.28,542.72,410.69,306.72,214.22,151.12,97.08,66.75,42.88,25.93,15.99,9.94,6.78,4.77,3.15,2.06,1.69,1.4,1.24,1.11,1.02,0.95,0.89,0.81,0.72,0.62,0.53,0.44,0.38,0.3,0.26,0.22,0.19,0.17,0.16,0.13,0.11,0.11,0.1,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06
WOA2,F12,1.54,639367278.09,565165544.77,401899923.11,197597752.82,105503342.0,60598989.54,31416263.66,11096173.04,4810285.98,2702691.44,1217444.17,255913.19,76450.08,26756.81,8582.39,5360.27,251.26,32.35,7.92,3.24,2.64,1.84,1.45,1.08,0.92,0.73,0.59,0.49,0.47,0.4,0.34,0.33,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
WOA2,F13,1.32,1187632750.16,967303890.55,651717939.18,327817395.14,193546777.42,105325714.48,65819331.36,30123816.64,10903068.56,5965631.44,1691158.64,492434.94,222232.73,113292.79,36936.14,29979.46,24123.53,16556.64,8632.8,6786.68,58.8,25.28,12.49,8.57,5.53,4.11,2.04,1.84,1.64,1.48,1.43,1.34,1.21,1.18,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
WOA2,F14,1.02,149.72,65.61,16.81,13.45,11.84,10.82,9.68,9.42,9.06,8.82,8.78,8.72,8.39,8.35,8.35,8.35,8.34,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29
WOA2,F15,0.21,0.23,0.08,0.05,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOA2,F16,0.09,1.31,-0.32,-0.7,-0.8,-0.87,-0.92,-0.96,-0.98,-0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
WOA2,F17,0.09,2.66,1.37,1.07,0.88,0.81,0.72,0.67,0.63,0.59,0.56,0.55,0.54,0.52,0.51,0.51,0.5,0.49,0.48,0.48,0.47,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42
WOA2,F18,0.1,57.2,27.12,18.84,16.11,15.03,14.11,13.84,13.42,13.17,12.83,12.76,12.7,12.57,12.49,12.44,12.42,12.42,12.4,12.38,12.37,12.37,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36,12.36
WOA2,F19,0.24,-3.18,-3.5,-3.58,-3.61,-3.63,-3.65,-3.67,-3.69,-3.7,-3.71,-3.72,-3.72,-3.72,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.73,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74
WOAI,F1,1.03,63571.86,2832.34,227.46,19.63,5.13,1.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F2,1.27,6667993852409.32,25.94,5.92,1.46,0.41,0.11,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F3,1.27,151794.69,41920.01,19007.32,7314.64,6184.17,1030.97,298.45,158.17,51.47,18.75,7.17,0.76,0.62,0.6,0.6,0.17,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F4,1.0,87.68,20.9,4.95,1.32,0.37,0.12,0.05,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F5,1.03,251284345.46,507172.23,4144.01,159.66,39.31,29.94,29.2,29.12,29.09,28.83,28.78,28.77,28.49,28.48,28.48,28.48,27.86,27.81,27.81,27.8,27.8,27.79,27.79,27.79,27.79,27.79,27.78,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.77,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76,27.76
WOAI,F6,1.01,67316.28,2792.59,300.17,52.06,4.92,2.57,2.09,1.7,1.33,1.2,1.03,0.92,0.84,0.79,0.73,0.7,0.66,0.63,0.59,0.58,0.55,0.54,0.52,0.49,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
WOAI,F7,1.02,128.22,0.7,0.15,0.09,0.05,0.04,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F8,1.02,-2089.7,-3175.38,-4367.97,-5150.76,-6498.11,-7411.02,-7703.6,-7979.57,-8318.68,-8470.32,-8550.99,-8609.4,-8729.56,-8805.29,-8939.13,-9109.2,-9210.0,-9449.89,-9584.13,-9629.44,-9664.45,-9782.05,-9985.9,-9995.08,-10019.46,-10040.09,-10040.09,-10055.71,-10135.11,-10329.17,-10349.87,-10390.05,-10416.78,-10432.62,-10474.79,-10509.13,-10595.34,-10667.12,-10693.22,-10713.44,-10761.57,-10768.61,-10775.12,-10803.98,-10829.21,-10906.78,-10928.46,-10938.76,-10946.87,-10946.88
WOAI,F9,1.0,434.81,262.3,103.0,9.76,1.17,0.21,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F10,1.04,20.68,11.01,4.41,1.91,0.5,0.14,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F11,1.07,609.42,28.31,2.64,1.09,0.75,0.27,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F12,1.12,621414111.33,1163.87,3.27,0.72,0.3,0.19,0.14,0.1,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
WOAI,F13,1.2,1153954059.06,194231.13,7.67,1.84,1.09,0.88,0.76,0.62,0.54,0.5,0.47,0.45,0.43,0.39,0.38,0.37,0.37,0.36,0.35,0.35,0.34,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
WOAI,F14,1.16,116.28,34.69,14.77,11.49,10.15,7.75,7.2,6.27,6.14,5.42,5.33,4.76,4.54,4.07,4.07,4.07,3.83,3.83,3.64,3.61,3.6,3.41,3.4,3.4,3.32,3.32,3.31,3.31,3.19,3.19,3.19,3.08,3.02,2.75,2.73,2.73,2.73,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72,2.72
WOAI,F15,0.21,0.34,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F16,0.09,0.62,-0.51,-0.71,-0.81,-0.87,-0.9,-0.92,-0.94,-0.95,-0.96,-0.97,-0.97,-0.97,-0.98,-0.98,-0.98,-0.98,-0.99,-0.99,-0.99,-0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
WOAI,F17,0.1,3.55,1.82,1.21,1.07,0.87,0.8,0.74,0.66,0.61,0.6,0.54,0.54,0.52,0.51,0.5,0.5,0.49,0.48,0.48,0.47,0.47,0.46,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
WOAI,F18,0.11,56.89,32.34,24.67,18.94,15.38,13.94,12.37,11.23,10.21,9.68,9.61,9.12,7.99,7.86,7.6,7.5,6.81,6.53,5.91,5.7,5.55,5.2,5.03,4.92,4.85,4.85,4.82,4.82,4.81,4.79,4.79,4.79,4.79,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.78,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
WOAI,F19,0.24,-3.2,-3.26,-3.41,-3.45,-3.48,-3.53,-3.54,-3.57,-3.61,-3.61,-3.63,-3.65,-3.67,-3.68,-3.7,-3.72,-3.72,-3.73,-3.73,-3.74,-3.74,-3.74,-3.75,-3.75,-3.76,-3.76,-3.76,-3.76,-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,-3.77,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78
WOAAC,F1,1.09,65842.69,25028.4,9471.68,2737.72,635.68,170.1,52.33,20.2,6.73,5.09,1.23,1.05,1.01,1.0,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F2,1.37,110752215601645.05,11685035.03,72.38,19.25,6.72,2.89,0.74,0.27,0.14,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F3,1.67,138053.02,95191.52,51444.66,27619.91,11361.77,6627.76,5985.15,5355.99,5014.92,4708.36,4524.15,4265.05,4120.14,3789.62,3675.89,3584.53,3353.54,3079.42,3032.61,2761.49,2745.79,2641.19,2641.19,2536.1,2477.58,2451.94,2451.94,2421.71,2405.11,2372.74,2324.56,2307.89,2307.89,2071.34,1932.43,1932.43,1921.61,1864.71,1864.71,1739.22,1738.4,1679.84,1679.84,1674.61,1674.61,1674.61,1635.61,1484.51,1474.03,1474.03
WOAAC,F4,1.35,88.27,60.18,37.35,21.4,11.02,5.98,3.47,2.14,0.89,0.63,0.51,0.45,0.38,0.33,0.26,0.21,0.18,0.15,0.15,0.11,0.09,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
WOAAC,F5,1.37,250715734.24,46027019.27,6887365.51,1047817.5,75145.09,9174.17,1054.69,349.0,127.46,99.99,73.67,41.92,33.85,33.25,32.08,31.84,29.37,29.09,29.01,28.93,28.48,27.92,27.01,25.7,24.61,23.08,21.27,20.35,19.33,18.05,18.0,17.47,17.08,15.88,15.19,14.63,13.92,13.84,13.6,13.47,13.24,13.19,12.2,10.98,10.57,10.45,10.26,9.96,9.96,9.44
WOAAC,F6,1.37,67855.76,25761.78,9481.32,2588.54,552.64,178.26,38.44,15.18,11.74,5.86,5.5,5.18,4.94,4.94,4.91,4.56,4.48,3.08,2.95,2.41,2.17,2.1,2.0,1.95,1.84,1.73,1.7,1.65,1.63,1.62,1.61,1.57,1.55,1.55,1.55,1.48,1.42,1.39,1.37,1.24,1.16,1.06,1.04,1.03,1.03,1.0,0.97,0.91,0.91,0.91
WOAAC,F7,1.36,119.9,24.6,3.8,0.74,0.14,0.07,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
WOAAC,F8,1.37,-2052.98,-3254.24,-4535.97,-5195.08,-5999.13,-6384.24,-7003.13,-8172.7,-8771.45,-9190.65,-9190.65,-9227.79,-9227.79,-9242.53,-9353.39,-9353.39,-9411.03,-9446.07,-9502.78,-9638.23,-9672.24,-9690.78,-9690.78,-9690.78,-9690.78,-9731.34,-9731.34,-9735.31,-9735.31,-9735.31,-9735.31,-9735.31,-9742.88,-9750.43,-9759.83,-9759.83,-9759.83,-9759.83,-9768.59,-9768.59,-9768.59,-9768.59,-9786.68,-9786.69,-9786.69,-9786.69,-9786.69,-9788.66,-9788.66,-9815.49
WOAAC,F9,1.32,449.0,345.15,290.5,170.19,84.92,46.86,7.36,1.89,0.77,0.58,0.33,0.27,0.26,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOAAC,F10,1.39,20.66,18.89,15.57,10.02,5.32,3.19,1.27,0.53,0.3,0.17,0.08,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOAAC,F11,1.44,599.36,246.49,91.68,24.56,6.54,2.5,1.12,0.78,0.55,0.39,0.3,0.26,0.24,0.2,0.15,0.14,0.14,0.11,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02
WOAAC,F12,1.48,603170330.37,58922385.57,4024059.59,7257.31,9.28,2.95,1.17,0.72,0.63,0.56,0.55,0.46,0.45,0.42,0.37,0.32,0.28,0.24,0.23,0.22,0.19,0.17,0.15,0.13,0.13,0.12,0.12,0.11,0.1,0.09,0.08,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
WOAAC,F13,1.48,1133863079.04,186013840.09,17352457.41,766094.85,6703.57,48.26,6.94,3.36,1.98,1.65,1.48,1.42,1.36,1.32,1.11,1.04,0.96,0.86,0.71,0.64,0.58,0.56,0.49,0.47,0.42,0.39,0.38,0.37,0.37,0.36,0.34,0.32,0.3,0.3,0.29,0.28,0.26,0.26,0.22,0.21,0.2,0.19,0.19,0.19,0.18,0.18,0.17,0.15,0.14,0.14
WOAAC,F14,1.3,136.58,46.53,22.35,16.94,11.35,9.53,8.76,8.72,8.65,8.26,8.23,7.69,7.69,7.66,7.62,7.62,7.62,7.32,7.32,6.94,6.94,6.94,6.74,6.73,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.53,6.48,6.47,6.47,6.47
WOAAC,F15,0.29,0.43,0.08,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F16,0.13,0.31,-0.58,-0.79,-0.91,-0.93,-0.93,-0.93,-0.93,-0.93,-0.93,-0.94,-0.94,-0.94,-0.95,-0.95,-0.95,-0.96,-0.97,-0.97,-0.97,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-1.0
